"assessmentUid","user.grade","ageMonthsAtTest","org_name","school_type","completed","numAttempted","totalCorrect","runTime"
"sudSOXmdyCaIVwwp9l0h5Ur5WIp1",10,195,"Rocky Mountain Prep","public","True",30,13,362.40299987793
"fBq4tui22Hf5fTCEVIwAbzFYSBh1",7,161,"Rocky Mountain Prep","public","True",9,5,548.3140001297
"Ics4T4pQyUcgs8NH1mTrPM5Qla52",7,159,"Woodside","public","True",29,23,218.746999979019
"SkQ8mpYTYMNzMhyOTaF3C4fV1hy1",7,162,"Rocky Mountain Prep","public","True",27,17,518.836999893188
"HLm85WQPRJenoSqicOVVu7kLKfb2",6,143,"Rocky Mountain Prep","public","True",30,23,433.988999843597
"mZG7J85WZLOCv5zfu9GzE8kRyyR2",8,164,"Rocky Mountain Prep","public","True",30,17,284.759999990463
"FZxHISCFdTSNqATlGJJCQuHfKq72",7,154,"Woodside","public","True",29,25,228.52999997139
"hdEXBMjoqaUtdrROYFb55flC5VM2",10,193,"Rocky Mountain Prep","public","True",30,26,421.046000003815
"9JkGIVft2KanlRiD3Qj8ZvFmz2y1",8,165,"Rocky Mountain Prep","public","True",25,15,1644.97399997711
"iSto1w0Tzgg2O7pP2tT93FZOgqs1",7,153,"Rocky Mountain Prep","public","True",30,18,509.513000011444
"YUjEo50naShdl2m0nkML9bi5C5x1",7,161,"Rocky Mountain Prep","public","True",30,11,133.888000011444
"HQuimuD4oxYVQ7iIoG9xDcmULMf1",6,154,"Woodside","public","True",29,27,376.318000078201
"70vqBVrnZ1VgXAs2b6EByMcTn7b2",6,140,"Rocky Mountain Prep","public","True",30,4,491.926000118256
"VIjvw9kARgZH8WyQNHzydV6iTO72",6,150,"Rocky Mountain Prep","public","True",30,29,233.886000156403
"ZHrNbhLLY8RPGZ4yujme0XdXy863",7,153,"Rocky Mountain Prep","public","True",30,23,291.924999952316
"RDaXP49TvBYoSa23q1MyGgMtoAz2",6,142,"Rocky Mountain Prep","public","True",30,19,299.694999933243
"FKPxOK0G2Ihye1ZSrCXP7EwurRM2",7,161,"Rocky Mountain Prep","public","True",30,24,317.057999849319
"wc6K8Hb5AoRrsEV2ysqGMLNE3pl2",7,152,"Rocky Mountain Prep","public","True",21,8,582.358000040054
"58p37VPTuZelM4juf1hm1xxT3Oz2",8,172,"Rocky Mountain Prep","public","True",30,7,371.489000082016
"QTaVF9Dy0WUORydV3czJmM92jSk2",8,175,"Rocky Mountain Prep","public","True",30,21,175.394000053406
"Suzg59sw4jSfHljHNJoBPbmETLH3",6,148,"Woodside","public","True",29,29,217.999000072479
"eE3n6FAllVPz3P2LQfM4nW2wVNB2",6,142,"Woodside","public","True",29,24,315.40499997139
"DNULzrBEWjPdB2VYTUURmAumWKI2",7,155,"Rocky Mountain Prep","public","True",30,22,224.812000274658
"EhlFS9AooUhrboi590Zy2oiCeaF3",6,141,"Rocky Mountain Prep","public","True",30,16,132.125999927521
"oFlX02WAJwTgqi2rCtu8YJWg0AX2",6,149,"Rocky Mountain Prep","public","True",30,26,317.209000110626
"xUy6lxRurAVjqTv9GZFCqZdclOO2",9,179,"Rocky Mountain Prep","public","True",30,24,249.231000185013
"S0tkIpa8fIR4xZHsMkq9OM2FbGj2",5,134,"Woodside","public","True",29,26,227.932999849319
"rQ8cXjWXl2gcxwala7CRvfWYsp93",11,208,"Rocky Mountain Prep","public","True",30,22,303.96399974823
"GGC2qEOwancprdkTWea7SnDiAeX2",6,147,"Rocky Mountain Prep","public","True",30,13,398.700000047684
"RvjnPNUqksdQ4a9nspdF8bVYdmy2",11,205,"Rocky Mountain Prep","public","True",30,22,464.996000051498
"5wzOhYC9TleK8ZbVwkU6nQrXZmm1",6,146,"Rocky Mountain Prep","public","True",30,25,417.916000127792
"eaQfMdqQRFSX3jjUNg9y2POcAUn2",8,172,"Woodside","public","True",29,23,211.930999994278
"EDGLa4IAO1NZwfyetadnXgmpJYc2",7,161,"Rocky Mountain Prep","public","True",30,13,283.965000152588
"m25c2kz1QSN503Q4BOT5H9i5p9Z2",6,147,"Rocky Mountain Prep","public","True",30,12,399.740999698639
"DjmUwpOeIsZtB7HR58ypS2CvTAt1",7,159,"Rocky Mountain Prep","public","True",30,24,325.155999898911
"KBh5UX2KhXREs3i6FieGIdGamg52",8,166,"Rocky Mountain Prep","public","True",30,24,231.589999914169
"u8SPYE6Q10Xfm8fY9xEXE7aSZrA3",6,143,"Rocky Mountain Prep","public","True",30,10,208.305999755859
"wJg4aj764BMOfzQhvdwWZhajUQ23",10,199,"Rocky Mountain Prep","public","True",20,16,519.819999933243
"Vqmz1gRUnCSCBOKS8TZJ0zVZbV83",4,119,"Woodside","public","True",29,26,387.476999998093
"rkbYWKj2H1ZEceMjDZ7kLPHWBno1",6,139,"Woodside","public","True",29,23,458.466000080109
"wo5Wot515CUSIobtboscXwQbae52",7,163,"Rocky Mountain Prep","public","True",30,23,290.679999828339
"oLooIA2BMuaBE2WZcVXoU0YcLmP2",8,170,"Rocky Mountain Prep","public","True",30,5,161.741000175476
"L4uBOtp3MfaUmfUvjK8lLCxkMK13",7,159,"Rocky Mountain Prep","public","True",30,22,268.477999925613
"vMu58SX5lIcdDsSHLDIHfECzOvL2",6,157,"Rocky Mountain Prep","public","True",23,16,506.147000074387
"gYYZJZO1tAR6kaJZN3YVSlyCHZD3",8,165,"Rocky Mountain Prep","public","True",30,7,420.56500005722
"X1WuiqqdPINYFPxKZUvIkj27h2F3",6,149,"Rocky Mountain Prep","public","True",27,10,505.65299987793
"KNFB3xKcwYPiKZLMuhkJ1Q3oeIe2",7,155,"Rocky Mountain Prep","public","True",30,9,197.540999889374
"K1zTD4GSgTYzh5OYMbL9AZgx1233",6,142,"Rocky Mountain Prep","public","True",30,22,434.276999950409
"S8OMJ37LlYhVokMWJ1C873xUWvF2",6,145,"Rocky Mountain Prep","public","True",24,7,529.440999984741
"gIWmIS3HEsShltD7McwBeYrkwsu2",7,165,"Rocky Mountain Prep","public","True",30,19,331.638999938965
"apDykBBGgdd97CAS2XRAladsDfH2",6,151,"Rocky Mountain Prep","public","True",30,21,272.138000011444
"vc9umPpeFnYZ2bz84SSrnU86lRp2",7,154,"Rocky Mountain Prep","public","True",30,23,375.604000091553
"hpWCNegy5MZ8IbkSSMwcqvDdZmw1",11,200,"Rocky Mountain Prep","public","True",19,15,575.013000011444
"cxvbVeghGugbE5JxpJxkFS6jvTO2",10,200,"Rocky Mountain Prep","public","True",30,22,283.986000061035
"kO8s7uWAFVN0CLSaOf0vhKkY9842",7,160,"Rocky Mountain Prep","public","True",30,24,464.771999835968
"ANcOMBRi4SaHxdawRyFUXDhr6ej1",7,156,"Rocky Mountain Prep","public","True",30,23,188.155000209808
"zLGL2Nr72Te7ALA6mAORtfVTPTK2",7,159,"Rocky Mountain Prep","public","True",30,8,286.513000011444
"erTS2DPz35gJXev7Cx88EWhmMEL2",8,167,"Rocky Mountain Prep","public","True",30,30,252.806000232697
"lECwsd8hHkX5ju01E1Jk4Gecttt2",7,154,"Rocky Mountain Prep","public","True",30,13,200.281999826431
"EWIhS7vbdQNy5TNlXt5HTXbzJFs1",7,163,"Rocky Mountain Prep","public","True",17,13,959.066999912262
"LCF04yFlHzPYCSQn9I2CQ9d4i8b2",8,176,"Rocky Mountain Prep","public","True",30,21,490.296000003815
"mnAUgpT3miWext5wwsuGQIqgU623",9,179,"Rocky Mountain Prep","public","True",30,13,369.611999988556
"mjWXKciL5gUXV9J1NZe5dsCEEET2",6,144,"Woodside","public","True",29,27,280.40900015831
"bwado7C8aTTtvgKaCIT3KeykPlG2",7,158,"Rocky Mountain Prep","public","True",30,23,354.589000225067
"k06eZ2UKq4dW8LOnNm5YmGuKaW72",6,143,"Rocky Mountain Prep","public","True",20,12,525.210999965668
"Hx8pvggA29UJzvtqgJDCSa4fxHD2",7,156,"Rocky Mountain Prep","public","True",30,14,468.321000099182
"cMbSZqIQTVO8hy2wyuBxBVSzd0h2",8,171,"Rocky Mountain Prep","public","True",30,18,405.555999755859
"5joRxZlcBUVJvLKJEljCNsjTCZA3",9,196,"Rocky Mountain Prep","public","True",30,27,328.46799993515
"kPb1mE3wnYSA1WLAgo03ilVk0EF2",6,150,"Rocky Mountain Prep","public","True",30,19,320.649999856949
"nk7myinaKxQ9pzX8Uaccb7loQ272",7,152,"Woodside","public","True",29,26,224.337000131607
"9xsxAutohDaUPW3azwYXDjTMr1C3",9,186,"Rocky Mountain Prep","public","True",30,21,202.608999729156
"f5CbTn1RibVLiYgIduc3HKCgull1",6,150,"Rocky Mountain Prep","public","True",30,21,484.126999855042
"nEePy5FTmTa26iFBSEdK3eAqYws2",9,183,"Rocky Mountain Prep","public","True",30,17,322.62099981308
"mxyowxrNA3WXx5aJ9GHNnjEV0iG2",11,201,"Rocky Mountain Prep","public","True",30,24,327.759000301361
"3IdYQLSyruT8ZdFJa6DX5u0cmU92",8,173,"Rocky Mountain Prep","public","True",30,29,205.039000034332
"2qvIM8RzvwP00QtkaVkqASIigZp2",7,159,"Rocky Mountain Prep","public","True",30,21,208.285999774933
"z8NgYk9Exvc8S3a7FU7eVpEezOU2",8,162,"Rocky Mountain Prep","public","True",12,3,512.969999790192
"bg2T029y14hUdylee3p4MmlrBmM2",7,160,"Rocky Mountain Prep","public","True",30,20,319.426999807358
"wP3uwOzhPJariXPctCJMPOCLI2K3",9,185,"Rocky Mountain Prep","public","True",30,20,337.943000078201
"CvwvoC4xqQY0lBDmiJDvdhCiCh33",7,161,"Woodside","public","True",29,25,178.77799987793
"JUS961AzeHQd5GrLBhUgf2EsEml2",6,140,"Rocky Mountain Prep","public","True",30,15,395.02799987793
"KkDT9fz3CbRculkTfwcfpg27hv63",8,170,"Rocky Mountain Prep","public","True",30,20,443.754999876022
"AwqDGZ7CzxMm6ZAtCK59NEUyBrl1",6,142,"Rocky Mountain Prep","public","True",30,7,474.5
"KS0rZRfehVMCZjdG9At1FTer97z1",11,201,"Rocky Mountain Prep","public","True",30,24,498.31200003624
"BpdXFif2yZSzLbMDF4o0yrCz0T53",7,159,"Rocky Mountain Prep","public","True",30,6,79.1190001964569
"e1UlKG0IadbOC6PqNAYku9cpUul2",7,180,"Rocky Mountain Prep","public","True",30,20,430.042000055313
"MEGuL7OozSQJroLC4qhvl2kPyQ63",6,149,"Rocky Mountain Prep","public","True",30,29,288.284999847412
"YfZCO6hTnYUsIBYHnC4G5UFrJxu2",6,143,"Rocky Mountain Prep","public","True",16,4,827.522000074387
"qOY65yMDj2Rlryjeyn8wrOIsQh13",4,125,"Woodside","public","True",29,26,328.917999982834
"Rtfw1OTNESgoQ1dqsWdHv4rVKS73",8,171,"Woodside","public","True",29,27,180.537000179291
"YbYSGOkd6hezhFBWxJt24Q9huYs2",7,154,"Rocky Mountain Prep","public","True",25,15,522.22100019455
"8SlyFm8NpGTSpCniKLn20l2GHPH3",11,210,"Rocky Mountain Prep","public","True",14,10,825.343000173569
"DVh5nB4Uh1bfRelm9yGWEuqjP3W2",7,154,"Rocky Mountain Prep","public","True",30,18,179.894999980927
"YEwirmumYLcb5JihCdjn9Sc8F2E3",7,156,"Rocky Mountain Prep","public","True",30,8,189.736999988556
"BMsbfPs2xmU1AL9YTQqKtHJAxhM2",6,146,"Rocky Mountain Prep","public","True",16,12,508.382999897003
"ewSZmPOx3aV08ffQorB7VRlp6El1",9,188,"Rocky Mountain Prep","public","True",30,15,354.87299990654
"FcqcJxKOknbKjWq3OWWBKlY5djj1",7,160,"Woodside","public","True",29,27,214.989999771118
"BJY34aJP59QTzizvA5sQGRIX5ag1",10,195,"Rocky Mountain Prep","public","True",30,11,273.383000135422
"9qxX2bmx9lW0KdUlDTM1BoaVJHW2",11,203,"Rocky Mountain Prep","public","True",30,16,505.236999988556
"FzF5aBYRTxUHt6yE7B1tv3kz7e93",6,151,"Rocky Mountain Prep","public","True",30,8,292.289999961853
"XmK5QVZLBZRu6rXjht7GWFeVzjv2",8,172,"Rocky Mountain Prep","public","True",30,24,318.031999826431
"gbyrSD8pHXOrdx8D4YELuqjjYMI3",8,168,"Rocky Mountain Prep","public","True",30,22,1593.71099996567
"3H7pJLfwRmZV3AjqpS87GAaBLtV2",7,163,"Rocky Mountain Prep","public","True",22,12,597.869999885559
"F83KWC8Z80PWxkFjseJ2nSsxboe2",5,131,"Woodside","public","True",29,21,317.287000179291
"YZxFFBhnTfP1kdolE7PrvaMhVir1",9,206,"Rocky Mountain Prep","public","True",30,20,424.202000141144
"ci4DdsxKlSaPzzuCAww9iYO7Iek1",7,156,"Rocky Mountain Prep","public","True",30,6,175.721999883652
"LJK92L92L2hRCh3xeDuqQmjfc6x1",6,144,"Rocky Mountain Prep","public","True",30,17,268.922999858856
"lBrngoIOfZV00E8Aj9ikWnVQpsu2",7,166,"Rocky Mountain Prep","public","True",20,14,528.707999944687
"A7IHPy6nHDVLQF1NQxEzFBs3LK03",6,144,"Rocky Mountain Prep","public","True",30,10,224.065999984741
"1mlR8LDPk4WP5dk1vemCuLYr2cB3",11,209,"Rocky Mountain Prep","public","True",30,21,407.125
"ksvP01O4AIbFPpeRRhwDuKhbXZG3",8,172,"Rocky Mountain Prep","public","True",1,1,538.378999948502
"4o9ZUuNWcCgwAqfjHSItfvSCYiL2",10,199,"Rocky Mountain Prep","public","True",30,15,259.289999961853
"D6hrx1uACsdpuXWs2vNQHFXscTn2",7,164,"Rocky Mountain Prep","public","True",30,25,271.571000099182
"c0SQezF21jafQ6nmCVa1jUrUA6r1",9,178,"Rocky Mountain Prep","public","True",30,25,328.273999929428
"cckZUDdULohzjQWbuRbFeOo9XVk1",7,156,"Rocky Mountain Prep","public","True",30,16,204.444999933243
"PYOzKE6ECHShHOV7WJHkcDT74cu2",7,164,"Rocky Mountain Prep","public","True",30,4,345.846999883652
"wCy9ciFX97eciEplJyMVRTOh0292",6,142,"Rocky Mountain Prep","public","True",30,5,119.322999954224
"MdEJF12Bn9MR2KJkiqt2rOjzG9n1",7,160,"Rocky Mountain Prep","public","True",30,23,277.21799993515
"TJNTd6CRdTXmDPDjNL1umnzD2Q72",9,168,"Rocky Mountain Prep","public","True",20,9,509.062999725342
"RvNPoHKierPjySN8PBado3fqe6D3",8,170,"Rocky Mountain Prep","public","True",30,7,195.240999698639
"oHybSByTA8hRWpPPwqncUTawmYo2",8,173,"Woodside","public","True",29,25,190.747000217438
"KIxLzVFwE1VI9zU7vOqOMmgUfpa2",8,167,"Rocky Mountain Prep","public","True",6,5,502.466000080109
"bbRMyG9LiRT2XS0PPWad09GMFSV2",9,177,"Rocky Mountain Prep","public","True",30,14,395.059000015259
"QODDDfN18fOWE31R48fOSGn2oS32",9,174,"Rocky Mountain Prep","public","True",29,21,506.043000221252
"r51QUogkR5eLTOylabMpimlkDzq2",6,139,"Rocky Mountain Prep","public","True",30,21,385.235000133514
"mPwjGyVLD4Sa5AKWz0X83vXbA2H3",8,162,"Woodside","public","True",29,26,251.177999973297
"j1hapOI15PTKBRWIFkSttCsSlHw1",10,198,"Rocky Mountain Prep","public","True",26,15,518.762000083923
"SEudmvvcYVdHSbh4u29dxPFWpNo1",9,176,"Rocky Mountain Prep","public","True",30,24,212.90399980545
"1Pf8H8BWBXTdoewNCo6sOOl1R7C2",10,197,"Rocky Mountain Prep","public","True",30,19,304.490999937057
"DOEC0XEQCURA5YVu32VtzhBhKwG3",8,166,"Rocky Mountain Prep","public","True",30,16,327.227000236511
"5qYOcjrw2mgfycWYOPRdSSQEqCl1",7,158,"Rocky Mountain Prep","public","True",24,8,495.292999982834
"TeXO8j5VZ3Y6z1AIC1Fhk06FufF3",6,155,"Rocky Mountain Prep","public","True",30,7,331.694000244141
"ID0ElaOAjWUl2PU2aQ2lBcji4Zi1",11,206,"Rocky Mountain Prep","public","True",30,26,239.245000123978
"JYu5MyIHhAQdiGL7h9tmULd7t2i2",5,135,"Woodside","public","True",29,27,239.684000015259
"fxOeGbXVp7byhnTGwJxIEBX2Tmj1",9,179,"Rocky Mountain Prep","public","True",30,10,401.415999889374
"V8r8wPCtrIPpVoNXiAujKyFKK2y1",7,152,"Rocky Mountain Prep","public","True",30,20,324.453000068665
"QzSVIBPMGbSIkBdWaPDHn4MHUaq2",6,147,"Rocky Mountain Prep","public","True",30,25,419.669999837875
"byShBssBecOnNCLpSKzlq7DJksG3",8,172,"Rocky Mountain Prep","public","True",30,18,342.668999671936
"cVzxipwdtpZiU3sXt1SAIaIRday1",7,158,"Rocky Mountain Prep","public","True",17,11,612.691999912262
"sXj2EE5xn7TJqY1oXJaeuzqpioV2",7,161,"Rocky Mountain Prep","public","True",30,20,287.930000305176
"DkOawooN3KNekVGBH3uaymKchWS2",7,162,"Rocky Mountain Prep","public","True",30,23,297.648999929428
"qidqOrgtorMdyhICLwzMiXLGoK73",7,163,"Woodside","public","True",29,22,232.077000141144
"g3CQjqPvFXNcCHsmgs4gIgdGuPy2",9,179,"Rocky Mountain Prep","public","True",24,20,520.480000019073
"Kh9Lc9esAXhDq3IfAF5x9ln6weJ2",7,155,"Rocky Mountain Prep","public","True",30,23,460.746999740601
"DP8zW6nC7vOJVym0nS4fogWMmmR2",10,194,"Rocky Mountain Prep","public","True",30,17,293.746000051498
"W1eSS68zKaf5N9i0xcZZKS3ZmuD2",11,203,"Rocky Mountain Prep","public","True",30,23,457.144999980927
"NB5QDm4qKOgE08EtiMpoYJWoExC3",6,142,"Rocky Mountain Prep","public","True",30,22,371.290999889374
"1v54fGGWiKQ5HespkyEyCbR6nWJ3",8,173,"Rocky Mountain Prep","public","True",30,17,221.509999990463
"Nr10IXUY9jVum3qEMqNUwO3BLIs2",6,145,"Rocky Mountain Prep","public","True",20,8,551.904000282288
"T9auuz2kXoNVlGQxFbjC53razLh1",6,140,"Rocky Mountain Prep","public","True",30,20,289.937000274658
"rTf4xzTW2HR0Sl6Uaq2pW4nNoAz1",6,147,"Rocky Mountain Prep","public","True",8,4,795.216000080109
"uVfhbi3xKPMG4yaYEq6FeUSPDID3",9,179,"Rocky Mountain Prep","public","True",30,21,263.761000156403
"30v8efEvauRiuQqQBHuO1meqV1B3",7,155,"Rocky Mountain Prep","public","True",30,19,388.898999929428
"1hMR0f2yqkfUmCU5kq3WYmxjJI13",8,172,"Woodside","public","True",29,29,196.609000205994
"v0hUS623wPOzlvEc190kvsZvLhv1",6,148,"Rocky Mountain Prep","public","True",30,20,220.835999965668
"OmAjoPQKJAZXM1rIuznvb9JnorF3",6,141,"Rocky Mountain Prep","public","True",30,8,132.828000068665
"7FoOklagBhZqIHXZKgtOwfqEB3Y2",8,170,"Rocky Mountain Prep","public","True",21,13,541.388000011444
"Uv9q9pUUMTgsZlehr388k6aKkNw1",7,155,"Rocky Mountain Prep","public","True",30,18,441.304000139236
"SM53GHVEcSScNBrS4Hhtazj4MHp2",9,178,"Rocky Mountain Prep","public","True",30,25,500.146999835968
"QKex1PMXzJdJzieY1eAvOkwaqDA3",6,142,"Rocky Mountain Prep","public","True",30,26,403.493999958038
"pPZHumMq9sUjPF8if3vMytQC54j2",5,136,"Woodside","public","True",29,29,362.333999872208
"feMtFPTmfLbIDaKjMnSoD9anF2A3",10,194,"Rocky Mountain Prep","public","True",30,15,337.231999874115
"FOb4I8UmlmShcS5tiRIzHuVJ7ei1",6,151,"Rocky Mountain Prep","public","True",30,22,206.59299993515
"1Q4jNIOEoAhWLftjY0t8vtagfbR2",6,142,"Rocky Mountain Prep","public","True",18,14,543.598000049591
"xVgLN6jZ2DfG9Ajf7AehWDW8QO93",6,151,"Rocky Mountain Prep","public","True",30,25,223.418999910355
"D8SBi8Ku6QYHSzfZbZbIduVt95U2",10,193,"Rocky Mountain Prep","public","True",23,13,526.381999969482
"OQSMk4ZFOWdMT1KupYiyOxtHE7B2",8,165,"Rocky Mountain Prep","public","True",30,26,168.22000002861
"3PA4Fr5zARSqNCWQygocuKXLPyc2",7,154,"Rocky Mountain Prep","public","True",30,24,291.522000074387
"MvMbA1kb78VehzSWTznOSK7cF1N2",6,156,"Rocky Mountain Prep","public","True",20,6,502.523000240326
"48sb5bl31saBRPfWZxxET9f3LUx2",8,172,"Rocky Mountain Prep","public","True",30,14,268.976999759674
"cxFiRLIdicXZeYJIfPyVkdj0m1V2",9,185,"Rocky Mountain Prep","public","True",30,20,307.458999872208
"sCkjTMKSHEbiLjEtzQWFqwiPQlQ2",6,151,"Rocky Mountain Prep","public","True",30,20,444.81500005722
"U9XOLwNsOqUyYivmamC5wpq7Lob2",7,159,"Rocky Mountain Prep","public","True",30,21,367.046000003815
"BTMMqT1yKZN5ar4vxHmQHWaIyqI3",6,144,"Rocky Mountain Prep","public","True",30,23,228.407999992371
"Nj7lfzwqikR44KDLvZQaf2wpOiV2",8,175,"Rocky Mountain Prep","public","True",30,20,254.262000083923
"fdYkmm0YQUR1qZCQOBKGpzeTl1p2",10,201,"Rocky Mountain Prep","public","True",25,15,555.770999908447
"O2xDmMICM6Nyjpk7nCklvTz8e0p2",7,153,"Rocky Mountain Prep","public","True",30,9,198.30699968338
"Sgvda9nMq1euIbUSxjUhL2GAiPx1",6,151,"Rocky Mountain Prep","public","True",30,27,334.155000209808
"lq0bNo6aHCML5uaffN82U0BwQNB2",10,194,"Rocky Mountain Prep","public","True",30,23,517.006999969482
"Hom81YKZyYWaPBHpGZ08TMsqGP22",7,153,"Rocky Mountain Prep","public","True",28,8,496.018999814987
"wmA1BBlFEUQQUyEFDLg2IE4KEUp1",6,150,"Rocky Mountain Prep","public","True",30,26,422.362999916077
"ALZMnMMEZlOCTw8EBgx153fvAU03",5,136,"Woodside","public","True",29,17,336.768000125885
"SIWlY61FlNYgdLbaA8KcP5wes2p1",9,185,"Rocky Mountain Prep","public","True",30,25,222.611999988556
"IGwCDitQiSPXvZtAMVevIvbyrwm1",6,140,"Rocky Mountain Prep","public","True",30,24,350.888000011444
"7JuImrvC9YhwS3RbBdgWIo0oKgh2",6,140,"Rocky Mountain Prep","public","True",30,13,165.919000148773
"M6ufL8yJaNWZOc6Y00QTdOYadrR2",6,148,"Rocky Mountain Prep","public","True",30,8,355.759000062943
"FE1iOoAuitOdCyplMDPPX0rDjds2",8,173,"Woodside","public","True",29,26,238.763000011444
"Vr1fA8khX4cq5ihGYqbNaAVTdc43",10,197,"Rocky Mountain Prep","public","True",26,11,658.023999929428
"vdcRhgqB7xcchGPDVVCb2QmG75k1",8,172,"Rocky Mountain Prep","public","True",30,18,495.667999982834
"2erPNxrL6VNYjJ4942vt8zAFvaw1",9,187,"Rocky Mountain Prep","public","True",30,24,457.290999889374
"erxWl66Ft5PnehtDkGW2qO9KN7j1",9,176,"Rocky Mountain Prep","public","True",30,17,305.940999984741
"w5LIOjiEhpXVpfxMPTjxjFSYd3U2",9,187,"Rocky Mountain Prep","public","True",30,22,234.772999763489
"EDK9LM5O62NBY0U2p4WyWw4kKB53",6,141,"Rocky Mountain Prep","public","True",30,18,304.584999799728
"2zZOZJXjkAetZpn7fy39dOmoawt2",9,183,"Rocky Mountain Prep","public","True",30,22,816.49799990654
"m0VZcSD6taY6pwi4scpXR0tdpgT2",5,131,"Woodside","public","True",29,26,302.613000154495
"f80NtzYSoJdAzYlFBWnEqpshwuU2",7,155,"Rocky Mountain Prep","public","True",30,22,454.837000131607
"xheibhnTQsdpNkYuJjfvT3HIz6l1",8,168,"Rocky Mountain Prep","public","True",30,25,194.832999706268
"hnqwPPXw4SYCL15ijK9VPlruYf82",7,156,"Rocky Mountain Prep","public","True",30,10,235.933000087738
"OXloUmrRNHfG8BZsEAKCBMpiUf53",8,164,"Rocky Mountain Prep","public","True",30,23,217.371000051498
"0r40LjHyHkZtlXrZMTq9TLxiGmr1",11,201,"Rocky Mountain Prep","public","True",30,18,254.718999862671
"r5Z9Y9NayOhBNr8wCnhI2m8WliE2",6,145,"Woodside","public","True",29,23,371.480000019073
"EdsR6Wo6N1eT4ImBvJayZHgyqeE2",11,217,"Rocky Mountain Prep","public","True",30,16,458.929000139236
"aOek7H8wZKfTmxt4xOk4CprOcPm2",7,160,"Rocky Mountain Prep","public","True",22,15,507.728000164032
"ZEUyI45sdffkD8jIc3gVJTyT5cR2",7,152,"Rocky Mountain Prep","public","True",30,19,423.460999965668
"wtrMPfpkodY5BpEiV2tJgF3RxUI3",7,160,"Rocky Mountain Prep","public","True",14,8,549.629999876022
"CwE12eHX13gvBYlXN7NO7sNKn7x2",7,163,"Rocky Mountain Prep","public","True",30,4,381.080999851227
"JK3HaTeXDGOCLKqBM9jfKZxWWG33",7,155,"Woodside","public","True",29,26,197.967000007629
"VGvhkVwdiNeEN5Zo3P9FoV0zzDt1",6,141,"Rocky Mountain Prep","public","True",30,8,87.7250001430511
"l2fZM2C2AVQ6kfBv0YKvILVl5xe2",9,184,"Rocky Mountain Prep","public","True",30,22,222.662000179291
"uDdWilW0F6M1dammzzwT3vfUDFj1",8,175,"Rocky Mountain Prep","public","True",30,3,501.665999889374
"9jKS5LIYlVV0coQfjEus5l8HQRf1",7,152,"Rocky Mountain Prep","public","True",30,27,290.671000003815
"lrYTZsM2jfRtmwIooOQjk1XEcQ52",8,165,"Woodside","public","True",29,29,183.759999752045
"gR861BkOB2MOanv9DLe2UTUIHk53",7,153,"Rocky Mountain Prep","public","True",30,25,381.09299993515
"ipxNX8iFdBP8K9jKehWvUJvn0qD2",7,161,"Rocky Mountain Prep","public","True",30,19,295.019000053406
"woPOlh6nc7YtsZPMt4ozva1MRZ33",9,176,"Rocky Mountain Prep","public","True",30,10,327.671000003815
"I0qujAdULJQ1xzo9cVGLAyauiz53",6,143,"Woodside","public","True",29,26,308.62700009346
"wwepPhWUdiSB5dsFSECgt27QZyN2",6,148,"Rocky Mountain Prep","public","True",25,16,510.608000040054
"opXvLyZ9Xsca28kCXajXBinZmIg1",6,141,"Rocky Mountain Prep","public","True",30,12,423.907999992371
"G2lSc0r65DcfMiaTvFD8ISC3h6O2",11,209,"Rocky Mountain Prep","public","True",28,19,529.214000225067
"NiKYpIBOTNgKRhFK1wpfcWpEGG02",7,154,"Rocky Mountain Prep","public","True",30,7,448.952000141144
"Mi5noRV5LtU14739MnAe50Fss6k2",6,141,"Woodside","public","True",29,20,395.367999792099
"eIdUA0KyRmQWR38H8YxKWAMoPnM2",9,187,"Rocky Mountain Prep","public","True",30,22,266.444999933243
"iV7yZjv7AUUFXKMH4ttJoEmTxTT2",6,142,"Rocky Mountain Prep","public","True",13,6,669.268000125885
"L3VI2ZoYpST7dfKrAYl7rDq8lys2",6,150,"Rocky Mountain Prep","public","True",30,9,149.605999946594
"6q0aM7uT5tOgxNXiyEfmpQjJRyJ2",6,147,"Rocky Mountain Prep","public","True",30,23,474.834000110626
"baZOfp6AukZjbKNLbCsGRmmCNw03",6,145,"Rocky Mountain Prep","public","True",30,11,234.504999876022
"gwkCH7Z4dVhwK6wFLNsicR6sB1D3",8,179,"Rocky Mountain Prep","public","True",29,8,771.600000143051
"DwzbmGlCtUaCqoM6e3ox0q3YEVg1",7,153,"Rocky Mountain Prep","public","True",17,9,583.549999952316
"szaQ4IwsLacnv0wiozCkHTpdDXk2",6,149,"Rocky Mountain Prep","public","True",30,21,411.061999797821
"o3KOw2M6VefDAibwyvGH2YIlRe42",9,177,"Rocky Mountain Prep","public","True",30,13,294.828000068665
"QIfnTPd0KwVr6ZzDlGYZFTujN5t1",6,143,"Rocky Mountain Prep","public","True",30,23,254.703999996185
"If9NJQ8T18MhNYXT9elBXr9qQdy1",7,152,"Rocky Mountain Prep","public","True",30,18,323.167999982834
"Ae1MhP4vjgXsJyZa4hO4oKMiS1k2",6,140,"Rocky Mountain Prep","public","True",25,12,502.480999946594
"2N0ITVosXUbyBk9VCBPiDXTdeOp2",9,193,"Rocky Mountain Prep","public","True",30,22,297.442000150681
