"user.assessmentUid","runId","user.grade","b-3-4-4","b-3-4-11","b-3-4-17","a-3-4-19","a-3-4-12","b-3-4-10","b-3-4-20","b-5-6-9","a-5-6-15","a-3-4-13","b-3-4-18","b-3-4-8","b-5-6-1","b-3-4-9","b-3-4-1","b-3-4-14","b-3-4-7","b-3-4-13","b-3-4-2","b-3-4-6","b-3-4-19","a-5-6-3","a-5-6-16","b-3-4-5","b-5-6-17","b-3-4-15","b-3-4-16","b-3-4-12","b-3-4-3","b-5-6-12","a-3-4-17","a-5-6-17","a-3-4-14","b-5-6-11","b-5-6-16","a-5-6-5","a-3-4-4","a-5-6-20","a-5-6-4","a-3-4-2","a-3-4-9","b-5-6-4","a-5-6-12","b-5-6-20","b-5-6-8","b-5-6-13","a-5-6-11","b-5-6-10","a-5-6-14","a-3-4-15","a-3-4-6","a-3-4-7","b-5-6-18","a-5-6-8","a-3-4-5","a-3-4-8","b-5-6-6","b-5-6-3","a-3-4-16","a-3-4-11","b-5-6-2","a-5-6-9","a-5-6-6","a-5-6-1","a-5-6-13","b-5-6-5","b-5-6-15","b-5-6-14","a-5-6-18","a-3-4-3","a-5-6-19","a-3-4-1","a-5-6-7","a-5-6-10","a-3-4-10","a-3-4-20","b-5-6-7","a-3-4-18","a-5-6-2","b-5-6-19","b-5-6-19m"
"PxHd6L1VuIdcm0FQvyi0eBO8mCm2","WTI1X5GvgY1pAw4DYt9W","6","0",".",".",".",".","0",".","1","1",".",".","0","1",".",".","0","0","0",".",".",".",".",".",".",".","0","1",".","0",".","0","0",".",".",".",".",".","0","1","0","0","0",".",".","0",".",".","0",".","0",".",".",".","0",".",".",".",".",".","0",".","1",".",".",".",".",".","1",".",".",".","0","0",".",".",".","0","0",".",".","."
"j1hapOI15PTKBRWIFkSttCsSlHw1","vsVJzHcTPgZydL4j7Q9Y","10",".",".",".","1",".","1",".",".","1",".","0",".","1","0","1","0","1",".",".",".",".","0",".","1",".",".","1",".",".","0",".",".",".",".",".",".",".",".",".",".",".","1","1",".","1","1",".",".",".",".",".",".",".",".",".","1","1",".",".",".",".","0",".","0",".","0","1","0",".",".",".",".","0","0",".",".",".",".",".",".","."
"ekY2Xp5I8qYNGNITfePjcZPhNPa2","w05jivVr3ti5tChXz0oD","7",".","0","0",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".","0",".",".",".","1",".","0",".",".",".","0",".",".","1",".","1","1","1",".",".",".",".",".",".",".","1",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".","0","1",".",".",".","0",".","1",".","0",".",".",".",".",".","1",".",".","."
"EAUyIzQ7GFddCHEz3CLpMnkWATq2","s2pTVJl6UQAXC6Q7RvB6","7",".","1","1","0",".",".","1",".","1",".","0",".",".","1",".",".","1","1",".","1",".",".",".",".",".",".",".",".","1",".","0","0","1","0",".","0",".",".","1",".","1",".","1","1",".",".","1",".",".",".",".",".","0","0",".",".",".",".",".","0",".",".",".",".","1",".",".",".",".",".",".",".","1",".","1","1",".",".","0",".","1"
"ysBz1A6MqlNMUsWxm2TkD8EdOfB3","DvnHwLXqKjEIRw6GXrAE","7",".",".","1","1",".",".","1",".",".",".",".",".",".",".","1",".","1",".",".",".","1","1",".","1",".",".",".","0",".","0","1","1","1",".","1",".","1",".",".",".","1",".",".",".",".","1",".",".",".",".",".","1",".",".",".",".","1",".",".","1",".","1","1",".","0",".",".",".","1",".",".","1",".","0",".","1",".","1","0",".","1"
"nC19LfM1mkellCxBVHTVL1fFhCh2","EGw9MGtJwuduk5ixRnBY","9",".","1","1","0",".",".",".",".",".",".",".","1",".",".",".","1","1",".","1",".","1","1",".",".",".",".",".",".","1","0",".","0","1","1",".","1","1",".",".",".",".",".","1","1",".","1","1",".",".",".",".",".","0","1",".","1",".",".",".",".","1","0",".",".",".",".","1",".",".","1",".",".","1",".",".","1",".",".",".",".","1"
"sQRzZjVxM8gItq4yWbzfGwsy2S92","G2q7KpWDxCDWfm6TMoIt","3","0",".",".",".",".","0","1","0",".","0",".","1",".",".",".",".","1","1","1",".",".",".",".",".",".",".","0","0","1",".",".",".",".","1","0",".",".","1","1",".",".","1",".",".",".",".",".",".",".",".",".",".",".","1",".","1","1",".",".","1","1","0",".",".","0",".","1",".",".",".","1","0",".",".","1","1",".",".",".","1","."
"w50BS85Qi9UKkmdmTKzTlYXWkAt1","oMRTfPBMyPZmdHDv23l8","7",".","1","1",".","1","1",".","0","1",".",".",".",".","0",".","1","1","0",".",".","1",".",".","1","1",".",".",".","1","1",".",".",".",".",".",".",".","1","1",".",".",".",".",".","1",".","1",".",".","0","1",".",".",".",".",".","1",".","1",".","1",".",".",".","0","1",".",".","1",".","1",".",".",".",".","1",".",".","0",".","."
"tH89EUbpcwXrzbbfvxcLZZXzZl42","3n1SD4voS5k2WKncYyba","2",".","0",".",".",".","0",".",".",".","0",".",".",".",".",".",".","0",".",".","0","0","0","0",".",".",".",".",".","0",".",".",".",".","0",".",".",".","1",".",".",".",".","0",".","0",".",".",".",".",".","0",".","0","0",".",".","1","0","1",".","0","0",".",".","1","1","1","1",".",".","1","0",".","1",".",".","1",".",".",".","1"
"eZYCWrGclbNPKOQpQzs9c2VWG2n1","D9K7HklRwvyCLOVNtG9Z","8","0",".","1","0",".",".",".","0","0","0",".",".",".",".",".","1",".","0",".",".",".","0",".",".",".",".",".",".",".",".",".","1","0","0","1","0","1",".","1",".","0",".","1",".",".",".",".",".",".",".","1","0","0",".",".",".",".","1","0","1","1","0","1",".","0",".",".",".",".",".",".",".",".",".",".",".",".","0","0",".","."
"gZYZKzqKhPdB0meDbuEe4UpQFix1","bCpphGmKuhiUCErY9I2s","4",".","1",".",".",".",".","1","0","1",".",".","0","0",".",".","1",".","1","1",".",".",".","1",".",".","1","1",".",".",".","1",".",".","0","1",".",".","1",".","1",".",".","1",".","0",".",".",".",".","0",".",".",".",".","1",".","1",".",".","1",".",".",".","1","1",".","1","1",".",".",".",".",".","0","1",".",".",".",".",".","1"
"Z76PDZqXDRbq5lIvegBbW0Tuk2V2","9ZotneijZiA4VnWPMCIA","11","1",".",".","1","0","1",".",".","1",".",".","1","1",".",".",".",".",".","1",".",".","1",".",".",".","1",".","1",".",".","0","1",".",".",".",".","0",".","1",".","1",".",".",".",".","1",".","1",".","1",".","1",".",".",".",".","0",".",".",".","1","1",".",".","0",".",".",".",".","1","1","1",".","1",".","1",".",".","1",".","."
"rvUMHpwBVuY7bnAffDoSXKkWyAi1","GHBgN3JHFUBU9x1xR47Y","7",".",".",".","1",".","1",".",".","0","1",".",".",".",".",".","0",".","0",".","0",".","0","0",".","0","0",".","0",".",".",".",".",".",".","0","0",".",".","0","0",".","0",".","0",".",".",".",".",".",".",".",".",".","0",".","0","1",".",".",".","1",".","0",".",".","0",".",".","0",".",".","0","0","0",".",".",".",".","1",".","0"
"d5ey61d15WflXjElNqGNI5YNgL52","vMmIn4kBTmlSHY6s2kLH","6",".","0",".","1",".",".","1",".",".",".",".",".","0",".",".",".",".",".",".","0","0","0",".","1",".",".",".","1",".",".",".","0","0","0","0",".",".",".",".","0",".",".","0",".","0","0","0",".",".",".","0",".",".",".",".",".","0",".","0",".",".",".","1","0",".",".",".",".","0","0","0","0","0",".",".",".",".",".","0",".","0"
"DVh5nB4Uh1bfRelm9yGWEuqjP3W2","5rMkCr02RcF3NupF9CKS","7",".",".",".","0",".","1","1","0",".",".","0",".","1",".",".",".",".",".","1","0","1","1","0",".",".","1","1","0","1",".",".",".",".","0",".",".",".","1","1","0",".",".",".",".","0","1",".",".","0",".",".",".",".",".","1",".",".",".","0",".",".",".",".",".",".","1",".","1",".",".","1",".",".",".",".","1",".","1","0",".","."
"bYHcunIKYneJnKdTAufo0W3xsRQ2","5GMC0JTxjjxsFmfzdx3n","7",".",".","0","1",".","1",".","1",".",".",".","1","1","0",".","1","1",".",".",".","1",".","1",".","0",".",".",".",".","1",".","0","0",".","0",".",".",".",".",".","1",".",".",".","0",".",".","0","0",".",".","1",".",".",".",".",".",".","1","1","1","1","1",".","0",".","0",".","1",".",".",".",".",".",".",".",".","1",".",".","."
"BMetbJXNNadnvBj5BU6AXeqTEZk2","3C37kDANZQ1AqzupbG3E","2","0","0",".",".",".",".",".",".",".","0",".",".",".",".",".",".","0",".",".","0","0",".",".",".",".","0","1",".",".",".",".",".","0",".",".","0","0",".",".",".",".","0","0",".",".",".",".","1",".",".",".","1",".",".",".",".",".","0",".",".",".",".",".",".",".",".","1",".",".",".","1",".",".",".",".",".",".",".",".",".","1"
"DcSvGrxNO0Pxk0RVPLr8fgrg9oB3","Hs7ikWrUBnye7lWe9X4W","7",".",".",".",".","0",".","1",".","1","1",".",".",".","1",".",".","1",".",".","1",".",".","1",".",".",".","1","1",".","1","1",".",".","1","0",".",".",".","1","1",".","0",".",".",".",".","1",".",".",".","1",".",".",".","1",".",".",".","1","1",".","1","1",".","0",".",".",".","1",".",".","1","1",".",".","1","1",".",".",".","."
"SkNmD2VwRKMpjqCDsL7T21UBjzp2","D5UudJ9weJqnWyxQ4RJv","11","1",".",".",".",".",".","1",".",".",".","1",".","1",".",".","0","1","0",".","0",".","0",".",".",".",".",".","1","1","0","0",".","1","0",".",".","1",".",".",".",".",".","1",".",".","1",".","0",".","1","1",".","1",".",".",".","0",".",".",".",".","1",".",".","0",".",".",".","1",".",".",".",".","0","1","1",".","0",".",".","."
"e30bpK9ff6dyJNUnDVYWDMGe6I53","3n0pPU7T4j9NFXnzcpU3","6","1",".",".","1","0","0",".","1",".",".","1","1",".",".","1",".",".",".",".",".","0",".","1","1",".","1",".",".",".",".","1",".","1","0",".","0","1","1",".",".",".",".",".",".","1","1","1","1",".",".",".","1","1",".",".",".","1",".",".",".",".",".","1",".","1",".",".","1",".",".",".",".",".",".",".","1",".",".",".",".","1"
"YFOefBHy76cXbIHTvSPTqE1AqGl1","iScoyRbqg2Zuf5X0ghqa","7",".",".","1","1",".",".","1","0",".","0",".",".","0",".",".","0",".","1",".",".",".",".","1",".",".",".","1","0",".","0","1","0","1",".","1",".","1",".","1",".",".",".",".",".",".",".","1",".",".",".","1",".",".",".",".",".",".","1",".",".",".","0",".",".",".",".","0",".","0",".",".","0","0","1",".","0","0","1",".",".","."
"40mUjQoVGTVIdWuUlvrP4RKgXlt1","YvoGHrNOGDR55vzgZabi","6","0",".",".","0",".","1","1","0","0","1",".","0",".",".",".","0",".","0",".",".",".",".","0","0",".",".",".","0",".",".","1","0",".","1","0",".",".",".",".",".",".","0",".",".","0","1",".",".","1",".",".","1",".","0",".",".",".",".",".",".",".","0","0",".","0","0",".",".",".",".","0",".",".",".","0",".",".","0",".",".","."
"jJLFOOsnuDd8M0Z8YkJG1adjdi73","fp4owCJqugkohPdGe5dq","7",".",".",".","1",".","1","1",".",".","1","1",".",".",".",".","1","1",".","0",".",".",".",".",".",".",".","1","0",".",".","1","1",".","0","1",".","1","1",".",".",".",".",".","0",".",".",".",".",".",".",".","1",".","1","1","1","0",".",".","1",".","0","1",".","0","1","1",".",".",".",".","1",".",".",".","1",".",".",".",".","."
"PK8ZlStvj1SCkxGqGwa3NqtdYJs1","2FlwLSCU14NX9tgTLV3T","7","0",".",".","1",".",".",".","0",".",".","1","1",".",".",".",".",".","1",".",".",".",".",".",".","0",".",".",".","1",".",".","1","0","1",".",".","1","1",".","1","0","1",".",".","0","1","1","1",".",".",".","0",".",".","1",".",".",".","1","1",".",".",".",".","1","1",".","0",".",".",".",".","1",".","1",".","0",".",".",".","."
"KwVA7JykLlMOkJ8QNqiaVLzah943","EqOuY5t3Wvq4QAf7yMx2","8",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".","0",".",".","0",".",".","0","0","0",".","0",".",".",".","1",".",".","0","0",".",".",".","0",".","0","0",".","0","0",".",".",".",".",".",".",".","1",".",".",".",".","1",".",".",".",".",".",".",".",".",".","."
"zvH0TWzW01gSxPk0jknYLytoulG2","Mv8ABlEjOD6Op6epjwhq","10",".","1","1",".",".",".","1","0","1",".",".","0","0","1",".",".","1",".","1","1",".",".",".",".","1","1",".",".",".",".","1","1",".",".","1",".","1",".","1","1","0",".",".","1",".",".","1",".",".","0","1",".",".","1",".",".",".",".",".",".","1",".",".",".",".",".","1",".",".",".","1",".","0",".",".","1",".",".",".",".","."
"R8vB0tJOgWYxeMegvsecBiskikj1","w2vRqFasgVKLRAVC1Ynp","8","1","1","1",".",".",".","1",".","1","1",".","1",".",".",".",".",".",".",".","1",".","1",".",".",".",".",".","0",".","1","0","1",".","0","1","1","0",".",".","1","1",".",".",".",".",".",".",".",".",".",".",".",".","1","1",".",".","1",".",".",".","0","1",".","0",".",".",".",".",".",".","1",".","0","1","1","1",".",".",".","."
"l2fZM2C2AVQ6kfBv0YKvILVl5xe2","CIYEkuXnJXMEWPKhJipI","9",".",".",".",".","1",".",".","0",".","1",".",".",".",".",".","1",".",".",".",".","1",".",".","0",".",".","0","1",".","1","1",".",".","1",".","0",".",".","1","1",".",".","1",".",".",".",".","1",".",".","1",".","1",".",".",".","0","1",".",".","1","1","1",".","0",".","0","0",".","1",".","1",".",".","1",".",".","1",".",".","."
"qfdwGzj91pYsq9sLMIZh0ixi78v1","H7A76Qn0t3tBcmloVsNL","6",".","1","1",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".","1","1","0","1",".","1",".","1",".","0",".",".","0",".","1",".","1",".","0",".",".","0","1",".",".","1","0",".",".",".",".",".",".","0","0","1",".",".",".",".","1","1","1",".","1",".",".",".","0",".",".",".",".","1","0",".","1",".","0",".",".",".","."
"OkZa8Qi5kNYDWKFCGqzwqlkH3zB3","qsjekY6QA2bYIBgu9oVP","9","1","1",".",".",".",".",".","0","1",".",".",".","1","1",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".","1",".",".",".",".","1","1",".",".",".","1","1","1",".",".",".","1","1",".","0","1","1","1","1","1",".",".","1",".",".",".","0",".","0","0",".","1",".","1","1",".",".",".","1",".","1",".",".",".",".","."
"QfFjmPjFhBhcb7FCM8w0q4t7vkx2","QnnLQOGOEayh4jq9jjda","7","1",".",".",".",".",".",".",".",".",".",".","1",".","1","1","1","1",".",".",".","1",".",".",".",".",".","0",".","1",".",".",".",".","1","1","1",".","1",".",".","1",".","1",".","0",".","1",".",".",".",".",".",".",".",".","0",".","1","1",".","1",".",".","1",".","1","1",".","1",".","1","1","0",".",".",".",".","1","1",".","."
"XgTuwsScw6f2ovYfPg8cSpsE08w1","3K8kWZ12qXRA5LYcBXxI","10",".",".",".",".",".","0",".","0","1",".",".","0","0",".",".",".",".","0","1",".",".",".","0",".","1","0",".",".","0",".","0","0",".",".","0",".",".",".",".","0",".","0",".","0","0",".",".",".","0","0",".",".",".","1",".","0",".",".","0","0","0","0",".",".",".","0",".",".",".","1","0",".",".","0",".",".",".",".",".",".","."
"JUS961AzeHQd5GrLBhUgf2EsEml2","jtVCDhkKHpfXhLbgkFLF","6",".",".",".","1","1","0",".","0",".",".",".","0",".","1","1",".","0","0",".",".","0",".",".",".","1","1","0",".",".",".",".",".",".","0",".",".",".",".",".",".",".","1","1",".","0",".","1",".",".",".","0",".","0","0",".",".",".","1","1",".","1",".","0",".",".",".",".","0",".",".","1",".","1",".",".","1","0",".",".",".","."
"kidTLNrWLMbELgN8qLezqzfhfZ63","P1DqSQ4PNQwyLxQCaYPJ","8",".",".","1",".","0","1",".","0",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".","0","0",".",".","1",".","0",".","1",".",".",".","1",".",".",".","0",".",".","0",".","1","1","0",".",".","1",".","1",".",".",".","1",".","0","0","0",".","0","0","0","0",".",".","1",".",".",".",".","1","0","0",".",".","."
"Epz7BXglKihSgvrswjN91K5SfpJ3","xQZ9YXio8wQJ0vsxtzpO","6",".",".",".",".","0","1","1","0","0",".",".",".",".",".",".",".",".",".",".","0",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".","1",".",".",".",".","1",".",".",".",".","1",".","0",".",".",".",".",".",".",".",".","0","0",".",".",".",".",".",".",".",".",".","1",".",".",".","0",".",".",".","."
"P8y2W3gGBpXOdSLvDkD4Sd8v4183","G0qRLfo5wvKOHlpEZzjl","4",".",".",".","0",".",".",".",".","0",".",".","0","1",".","1","1","0",".",".",".","0",".","0",".",".","0",".","0",".","0",".",".",".","0",".","0","0","1",".",".",".","1","0",".",".","0",".","0","1",".",".",".",".",".",".","0",".","1","0",".",".",".",".","1",".",".",".","0","0",".","0","1",".",".",".","0",".",".",".",".","."
"Z5gNkP8zdKWxJNgcTYqY4o4OaFt1","iWupwLtNghSHMBpkSozd","4",".",".",".",".","0","1",".","0","1",".","1","1",".","0","1",".","0",".","0",".",".",".",".",".",".",".",".",".","0",".",".","1",".",".","0",".",".",".","1","0",".",".","0",".",".",".",".","1",".",".",".","1",".","1",".",".",".",".","0","1","0",".",".",".","0",".",".","1","0",".","0",".",".","0","1",".",".","1",".",".","1"
"NI6M9XfkSsSFVGhuQ37ohoYDSM23","cowolut6Ps0BbSC7ph7S","8","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"bMXX19xNZtaeIwaPdbE8MfE1Zs12","QexLZhtZKXCtfgbTaOLF","4",".","0",".",".",".","1",".",".","1","1",".",".","1",".",".",".",".",".",".",".",".","0",".",".","0",".",".","0",".","0",".",".",".",".","0",".","1",".",".","1",".",".",".",".","1",".",".",".","0","1","0",".","1",".",".",".","0",".",".",".",".","0",".","0","0",".","0","1","0","1",".","0","1","1",".",".","0",".","0",".","."
"2YdgmZae4aWQSoKkLw7C1LhFaKY2","3pI3MN7QDCylthuv7vnV","10",".","0","1",".","0",".",".",".",".",".",".",".",".",".","1",".",".","0",".",".","1","0","1","1",".","1",".","1",".",".",".","1",".",".","1",".","1",".",".","0",".","0","1",".",".",".",".",".",".",".",".","1",".",".",".","1",".",".","1",".",".","0",".","1",".",".",".","1","1",".","1",".",".","1","1",".","1",".","1",".","1"
"c3xnNk3LP5SObJ6TYQ6UefAHw8J2","eDuUDL0od4QOAJrMsvpI","6","0",".",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".","0",".","1",".",".",".",".","1",".",".",".",".","1",".",".","0",".","1",".",".","1",".",".",".",".","1","1",".",".",".",".",".","1",".","1","1","1",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".","1",".",".","0",".","."
"0Cm9y9ECb4b5FedW408U23qlRnO2","MWufn9Sgn47ynJDPMIz1","4",".",".","1",".","1","0","1",".","1",".",".","0",".","1",".",".",".",".",".",".",".","0","1","1","1","1","1",".","1",".",".",".",".",".","1",".",".",".",".",".","1",".",".",".",".",".",".",".","1",".",".",".",".","1",".","1",".","1",".",".","1",".",".",".","0",".",".","1",".",".","1","0",".",".","1","1",".","1","1",".","1"
"esKbFdV74PhYy5iUWANzyE2fo4U2","h3YpOFhL8TVdVZcBXsok","3",".",".","1",".",".",".",".",".",".","1",".","1",".",".",".","1",".",".",".",".",".",".",".","1",".",".",".","1","0","1",".",".","0","1",".",".",".","1",".",".",".",".","1","1",".",".",".",".",".",".","1",".","1",".",".","0",".",".","1",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".","1",".",".",".","1"
"CmuX6msWzRcHxBuHp5irmMobcjo1","wkwhGxlJc98OqbwDlIls","10",".",".","1",".","0",".",".","0",".",".",".",".","0","1",".","1","1",".","1","1","0","0",".","1",".",".",".",".",".",".","1",".",".",".",".",".","1",".",".","1","1","1",".",".",".",".",".","1",".",".",".",".",".","0","1",".","0",".","0","1","1",".",".",".","0","1","1",".",".",".","1",".","1",".",".",".",".",".","1",".","."
"6fkD6S4DJTRBsOS60IRiwIYsUZF3","YVRe46M6GucmJUpGqv9A","5",".","0",".","1","1","1",".",".",".",".",".","1",".",".",".","1",".","1","1",".","0",".","1",".",".",".","1",".","1",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".","1","1",".","1","1","0",".","1","1","1","1",".","1","1",".",".",".",".",".",".","1","1",".","1",".","1",".",".",".","1",".","1",".",".",".",".","."
"QAEOCLr8IvR1htKjasqe7l9f0m73","HLf5sBfaB4Ke9nAX0m3l","5","0",".",".",".",".","0",".",".",".",".","0",".","0",".",".",".","1","0","1","0",".",".",".",".","1","1",".","1","1",".",".","1",".",".",".",".",".","1",".",".",".",".","0",".",".",".","0",".",".",".","1",".",".","0","1",".",".","1",".",".",".",".","0",".",".","1","0","0",".","0","1","1",".","1",".",".",".","1",".",".","0"
"zhQgOuJGV7MWPpE23STFVSbhwor2","SrVLDFJRKIiKCCcnKmbG","7",".","0",".",".",".",".","0",".","0",".",".",".","0",".",".",".","0","1",".",".","0",".","0",".",".","0",".","0","0","1",".","1",".",".",".","0",".",".",".","0",".",".","1",".","0",".","1","1",".",".",".","0",".",".","0",".",".","0","0",".","0",".","0",".",".","0",".",".",".",".",".",".",".","1","0","1","0",".",".",".","."
"J8oZcCK5DJhnCMeqvi64X53cKkp1","iIuoga00c0bHVgnMNztX","7",".","1",".","1",".","1",".","1","1",".","1",".",".","1",".",".","1",".",".",".",".",".","0",".","0",".","1","1",".","0",".",".","1",".",".","0",".",".",".",".",".",".",".","0",".",".",".","1","1","1",".",".",".","1",".","1","0","1",".",".",".",".",".",".",".",".",".","1",".","1","1",".","1","0",".",".",".",".","1",".","1"
"06coYm1DucTjcnT3eokbDPZQLV62","zWe7RF0mFIodlyyEtSuT","5","0",".","0",".",".",".","0",".",".","0",".",".",".",".",".",".","0",".",".",".",".","0",".",".",".",".",".","0",".","0",".",".","0",".",".",".",".","0","0","1",".",".",".",".",".","0",".",".",".",".","0",".","0",".","0","0",".","1",".","0","0","0",".",".",".",".","0","1",".",".","0","1",".","0","1",".","1","0","1",".","."
"PDr7w7gHqHfS4Iv7khAfTK3UX7A3","r12YFaXd7HrVpj0ZdZtr","6","1",".",".","0",".",".","1",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".","1",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".","1",".",".",".","0",".","1",".","1",".",".",".",".",".",".",".",".",".",".","."
"LyJ6iQTzV0PMyX1kHZAQgzRXZk73","dSnmK2gxMb5ZSKGbhkQK","6",".","0",".","0",".",".","0",".",".",".","1","0",".",".",".",".",".","0","0",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".","."
"01ea9deJwHMq2BWWsJpXqTZoSuy1","eQb8ar9Tddf6nRLrcvbH","7","0",".",".",".",".",".","1",".","0","1",".",".",".",".","1","1","1","0","0",".",".","0",".","0","0",".",".",".",".","0","1","0",".",".",".",".",".","1","1",".","0",".",".","0","0",".","0",".",".",".","0",".",".",".","0","1",".",".",".",".","0","1","0",".",".",".",".",".",".","0",".",".",".",".",".","0","0",".",".",".","."
"yOPhs6WCotYijiRw1Ihhz4j3bL42","aR3uVCd4j9tMGP3O3Qxd","8",".","0","0","1",".",".",".",".",".",".",".",".",".","0",".","1",".",".",".","0","0",".",".",".",".",".",".","0","1",".",".","0",".",".",".",".",".",".",".",".",".","0",".","0",".",".",".",".",".","1",".",".",".",".","0","1","1","1",".",".",".","0","0",".",".","0",".",".",".",".","0","0",".",".",".",".",".",".",".",".","."
"Rc8OBu0yh4MTa471j8CwD9xWH1F3","MKl3i1Rc9p32DqKEusE1","7",".","0",".",".","0","1","1",".","1",".",".",".","0",".",".",".","1",".",".",".",".",".","1",".",".",".",".",".","1",".","1","1","1",".",".","0",".",".","1","0",".",".","0",".",".",".","1","1","1",".",".","1",".",".",".","1","0","1",".",".",".",".",".",".","1","0",".",".","1",".",".",".",".",".",".","1","0","1",".",".","1"
"a8CzRfPI0VSFgwJCFIDZxuVfGou1","wjCT6oYmtGYgFkPBhfko","7",".","1",".",".",".",".",".",".",".",".",".","1",".","1",".","0",".","1",".",".",".","1",".",".",".",".","0",".",".",".",".",".","1",".",".",".","1","1","1","1",".",".",".",".","0",".","1",".",".","0",".",".","1","1","0",".",".",".","1","1",".","0","1",".",".","1",".",".","1","1",".","1",".",".","1",".",".","1","1",".","1"
"t7CMBtsRyjN8tw7VwFmgmJEYGJp1","3fz51oQzOwlN8SLsL0eE","3","1","0","1",".","0",".",".",".",".",".",".",".","0",".","0",".",".","0",".",".",".",".",".","0","0","0","0",".","0",".",".",".",".",".",".",".",".","0","0","1",".",".","0",".",".",".",".",".",".",".","0","0",".",".",".",".",".","0","0","0",".",".",".","1","1","1",".","0",".",".",".","0",".","0",".",".","0","1","0",".","."
"2HH0YYs7kEhl4Myex8K8Z8O1QPh1","cMZwSrDmmtXJw8I5ZaUy","7","0","1","0",".",".","1",".",".",".","1",".",".",".",".","1",".",".",".","0","1",".",".",".",".",".","0",".","1",".","0","0","0",".",".",".",".","0",".",".",".",".",".",".","1","0",".",".",".","0",".","1",".",".","1",".","0","0",".","1",".","1",".",".","1","1","0","1",".",".",".","1",".","0",".",".",".","0",".",".",".","."
"KgOYskRNHnaWrN1XBklPNAWhc7o2","ltBFXgMED8wO53aJKRLv","11",".",".",".",".",".",".",".","0",".","1",".",".",".","1",".","1","1","1","1","1",".","1","1",".",".",".",".","1",".",".",".",".",".","1",".",".",".",".","1",".",".","1",".",".",".",".","1","0","1","1",".",".","1","1",".","1",".",".",".",".",".","1","1",".",".","1",".",".","1","1",".",".",".",".","1",".","1",".","1","1","."
"TriCrTpxC3aTCHedB4fNc79D81s2","cEhIwAVOSTew27ZYR6DO","5",".",".","1",".",".",".",".","0",".",".",".",".",".",".",".","0","1","1",".","0",".",".",".",".",".",".",".",".",".","1","0",".",".",".","0","0","0",".",".","0",".","0",".","0","0",".","0",".","0",".","1",".",".","1",".","1","0","0",".",".",".",".",".","1",".","0",".",".",".",".","0",".",".",".",".","1","0",".",".",".","."
"3VPjgzIthccGk2aQR2UqgE7Qvnv2","uPh6y77pvPsbK2o8Kpt2","7","1","1","1",".","0","1","1","1",".",".","1",".",".",".",".","1",".",".","0",".",".","1",".","1",".",".",".",".","0","0",".",".",".",".",".",".",".","1",".",".",".",".","1","1",".","1",".",".",".","1","1","1",".",".",".",".",".",".","1","1",".",".",".","1",".","1",".",".",".",".","1","0",".",".",".","1","0",".","1",".","."
"Jvsh8howeoNvm7aPuXINfZLHW1J2","EhEKC3x7FfQ42yE1zl13","6","0",".","0","1",".",".",".",".",".","0","0","0",".",".",".",".","1",".",".",".",".",".",".",".",".",".","0",".","0","0","0",".","0","0","0","0",".","1",".","0",".",".",".",".","0",".","0",".",".","1","0",".",".","1",".",".",".","0",".",".",".","0",".","0",".","0","0",".",".",".","0",".",".",".","1",".","0",".",".",".","."
"P5Y9KS8SeoQzzR4jFUbd12lZ8ON2","2korPlgXj72aCEsXa8qB","3",".",".",".",".","0",".",".","0",".","1",".",".","1",".","1","0",".",".",".",".",".","0",".",".",".",".","0",".",".",".","1",".","0","0","0",".",".","0",".",".","0","0",".",".",".","1",".",".","1",".","0",".","0","0",".","0",".","0",".","0","0","0",".","0",".",".","1",".",".","0","0","0",".",".",".",".",".",".",".",".","."
